OBJECTID,URI,FEATURE_TYPE,NAME,OPERATIONAL_STATUS,FEATURE_DATE,FEATURE_SOURCE,ATTRIBUTE_DATE,ATTRIBUTE_SOURCE,SOURCE_UFI,SOURCE_JURISDICTION,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,LOADING_DATE,RELATIONSHIP,CAPACITY_KV,SHAPE_Length
998,,110008,West Terminal to Cook Street,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1423,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,132,0.059169976
999,,110008,North Perth l to Joel Terrace,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1424,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,132,0.039281562
1000,,110008,North Perth to Cook Street,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1425,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,132,0.032648381
1001,,110008,East Perth to James Street,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1426,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,132,0.030994169
1002,,110008,James Street to Cook Street,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1427,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,132,0.02029465
1003,,110008,East Perth to Joel Terrace,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1428,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.002536721
1004,,110008,East Perth to Joel Terrace,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1429,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.002997043
1005,,110008,Pinjar Terminal to Muchea,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1430,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.139369899
1006,,110008,Three Springs to Golden Grove,Operational,1/09/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1432,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.737231451
1007,,110008,Moora to Three Springs,Operational,25/02/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1433,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.233691464
1008,,110008,Geraldton to Mungarra Terminal,Operational,2/04/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1434,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.545044646
1009,,110008,Pinjar Terminal to Regans,Operational,28/10/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1436,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.579805905
1010,,110008,Muchea to Moora,Operational,11/11/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1437,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.950867665
1011,,110008,Kerr-McGee Cataby to Regans,Operational,9/01/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1438,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.453157307
1012,,110008,Geraldton to Durlacher Street,Operational,15/05/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1439,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,33,0.054728622
1013,,110008,Geraldton to Durlacher Street,Operational,15/05/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1440,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,33,0.047431407
1014,,110008,Mungarra Terminal to Three Springs,Operational,22/05/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1441,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.934360933
1015,,110008,Geraldton to Walkaway Wind Farm,Operational,28/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1442,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.368408167
1016,,110008,Pinjar Terminal to Pinjar Power Station,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1443,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.004672011
1017,,110008,Pinjar Terminal to Pinjar Power Station,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1444,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.002348497
1018,,110008,Pinjar Terminal to Kerr-McGee Cataby,Operational,14/10/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1445,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.1864834
1019,,110008,Malaga to Pinjar Terminal,Operational,18/03/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1446,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.351157524
1020,,110008,Pinjar Terminal to Pinjar Power Station,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1447,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.003517893
1021,,110008,Pinjar Terminal to Yanchep,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1448,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.156003372
1022,,110008,Pinjar Terminal to Pinjar Power Station,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1449,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.002318784
1023,,110008,Pinjar Terminal to Pinjar Power Station,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1450,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.004672011
1024,,110008,Pinjar Terminal to Kerr-McGee Cataby,Operational,14/10/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1451,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.184015995
1025,,110008,Pinjar Terminal to Pinjar Power Station,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1452,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.008576419
1026,,110008,Pinjar Terminal to Pinjar Power Station,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1453,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.003191661
1027,,110008,Neerabup to Neerabup Power Station,Operational,12/04/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1454,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,0.027010885
1028,,110008,Neerabup to Neerabup Terminal,Operational,12/04/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1455,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.007428953
1029,,110008,Neerabup Terminal to Wanneroo,Operational,12/04/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1456,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.116862518
1030,,110008,Neerabup Terminal to Wanneroo,Operational,12/04/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1457,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.18570231
1031,,110008,Neerabup to Eneabba,Operational,29/09/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1458,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,1.939765462
1032,,110008,Mullaloo to Padbury,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1459,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.047195669
1033,,110008,Wangara to Landsdale,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1460,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.068500232
1034,,110008,Mullaloo to Wangara,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1461,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.056039382
1035,,110008,Pinjar Terminal to Muchea,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1462,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.137967389
1036,,110008,Muchea to Kerr-McGee Muchea,Operational,29/01/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1463,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.026972909
1037,,110008,Geraldton to Chapman,Operational,15/05/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1465,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.08129867
1038,,110008,Geraldton to Chapman,Operational,15/05/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1466,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.066305138
1039,,110008,Geraldton to Rangeway,Operational,15/05/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1467,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.067784771
1040,,110008,Malaga to Ellenbrook,Operational,18/03/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1468,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.127505071
1041,,110008,Muchea to Ellenbrook,Operational,18/03/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1469,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.297944816
1042,,110008,South Hedland to Goldsworthy,Operational,24/03/2014 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1470,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.942640429
1043,,110008,Cape Lambert to Pannawonica,Operational,5/09/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1471,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.741694102
1044,,110008,Karratha Terminal to Cape Lambert Terminal,Operational,21/06/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1472,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.392478433
1045,,110008,Yandicoogina to Tee,Operational,25/07/2013 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1474,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,0.4934833
1046,,110008,Argyle Diamond Mine to Lake Argyle,Operational,21/08/2014 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1476,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.828175645
1047,,110008,Kununurra to Lake Argyle,Operational,21/08/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1477,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.406190235
1048,,110008,Lake Argyle Power Station to Lake Argyle,Operational,18/08/2012 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1478,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.017476038
1049,,110008,Leinster to Mount Keith Mine,Operational,23/05/2014 0:00,Esri World Imagery,1/06/2009 0:00,North West Interconnected System Website,1479,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.830590923
1050,,110008,Parkeston to Tee,Operational,18/08/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1480,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.038634782
1051,,110008,Boulder to West Kalgoorlie Terminal,Operational,25/03/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1481,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.110524684
1052,,110008,Piccadilly to Tee,Operational,18/08/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1482,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.031467163
1053,,110008,Western Mining Smelter to Western Mining Kambalda,Operational,18/08/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1483,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.404324145
1054,,110008,Western Mining Kambalda to Jan,Operational,6/02/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1484,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.229551279
1055,,110008,West Kalgoorlie Terminal to Black Flag,Operational,25/03/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1485,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.336726587
1056,,110008,Boulder to Western Mining Smelter,Operational,18/08/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1486,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.146725946
1057,,110008,West Kalgoorlie to Picadilly,Operational,25/03/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1487,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.06087764
1058,,110008,Boulder to Tee,Operational,18/08/2012 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1488,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.032522096
1059,,110008,Yilgarn to West Kalgoorlie Terminal,Operational,4/03/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1489,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,220,2.155671252
1060,,110008,Boulder to West Kalgoorlie Terminal,Operational,25/03/2011 0:00,Esri World Imagery,1/07/2011 0:00,Western Power 2011 Annual Planning Report,1490,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,33,0.112052771
1061,,110008,Northern Terminal to Northam,Operational,12/01/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1491,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.936567467
1062,,110008,Merredin Terminal to Merredin 66,Operational,10/09/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1492,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.055193166
1063,,110008,Kondinin to Bounty Gold Mine,Operational,27/12/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1493,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.611360987
1064,,110008,Moora to Wongan Hills,Operational,8/02/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1494,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,33,0.843189967
1065,,110008,Katanning to Kojonup Tee,Operational,3/12/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1495,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.038728777
1066,,110008,Katanning to Kojonup Tee,Operational,3/12/2011 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1496,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.379374762
1067,,110008,Merredin to Carrabin,Operational,5/09/2010 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1497,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.462013355
1068,,110008,Yerbillon to Yerbillon Tee,Operational,23/07/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1498,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.002073065
1069,,110008,Yerbillon Tee to Carrabin,Operational,23/07/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1499,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.055795935
1070,,110008,Baandee to Baandee Tee,Operational,25/02/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1500,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.001033255
1071,,110008,Baandee Tee to Kellerberrin,Operational,25/02/2014 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1501,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.24741842
1072,,110008,Tate Street to Tate Street Tee,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1502,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.000694355
1073,,110008,Victoria Park to Tomlinson,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1503,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.022576116
1074,,110008,Myaree to Australian Paper Mills,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1504,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.08172391
1075,,110008,South Fremantle to Australian Paper Mills,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1505,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.059808028
1076,,110008,South Fremantle to OConnor,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1506,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.06582218
1077,,110008,South Fremantle to Edmund Street,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1507,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.048531349
1078,,110008,Myaree to OConnor,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1508,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.041409704
1079,,110008,South Fremantle to Edmund Street,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1509,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.039131466
1080,,110008,North Fremantle to Edmund Street Underground,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1510,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.027776886
1081,,110008,Western Terminal to Cottesloe,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1511,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.072685983
1082,,110008,Shenton Park to Medical Centre,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1512,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.026520089
1083,,110008,Shenton Park to Herdsman Parade,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1513,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.120309354
1084,,110008,Western Terminal to Wembley Downs,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1514,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,66,0.051129912
1085,,110008,East Perth Terminal to Forrest Avenue,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1515,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.010332284
1086,,110008,East Perth Terminal to Wellington Street,Operational,7/02/2013 0:00,Esri World Imagery,1/07/2012 0:00,Western Power Website,1516,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Below Ground,66,0.025048136
